Domain,Area,Element,Item,Year,Unit,Value
"Producer Prices - Annual","Albania","Producer Price (USD/tonne)","Cherries","2016","USD","1169.7"
"Producer Prices - Annual","Argentina","Producer Price (USD/tonne)","Strawberries","1994","USD","3058"
"Producer Prices - Annual","Argentina","Producer Price (USD/tonne)","Strawberries","1995","USD","2746.7"
"Producer Prices - Annual","Argentina","Producer Price (USD/tonne)","Strawberries","1996","USD","2177.7"
"Producer Prices - Annual","Argentina","Producer Price (USD/tonne)","Strawberries","1997","USD","1765.9"
"Producer Prices - Annual","Argentina","Producer Price (USD/tonne)","Strawberries","1998","USD","1898.9"
"Producer Prices - Annual","Argentina","Producer Price (USD/tonne)","Strawberries","1999","USD","1545.8"
"Producer Prices - Annual","Argentina","Producer Price (USD/tonne)","Strawberries","2000","USD","1583.8"
"Producer Prices - Annual","Argentina","Producer Price (USD/tonne)","Strawberries","2001","USD","1892.9"
"Producer Prices - Annual","Argentina","Producer Price (USD/tonne)","Strawberries","2002","USD","944.7"
"Producer Prices - Annual","Argentina","Producer Price (USD/tonne)","Strawberries","2003","USD","1192.8"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","1997","USD","342.5"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","1998","USD","304.3"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","1999","USD","277.8"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2000","USD","187.3"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2001","USD","324.2"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2002","USD","367.8"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2003","USD","289.3"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2004","USD","511.5"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2005","USD","373.2"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2006","USD","749.9"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2007","USD","1008.6"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2008","USD","859.2"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2009","USD","416.2"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2010","USD","1274.3"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2011","USD","958.4"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2012","USD","628.1"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2013","USD","846.1"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2014","USD","1024.1"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2015","USD","509.5"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Cherries","2016","USD","970.6"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","1997","USD","574.4"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","1998","USD","636.3"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","1999","USD","654.7"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2000","USD","570.7"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2001","USD","576.3"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2002","USD","569"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2003","USD","587.2"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2004","USD","794.7"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2005","USD","801.1"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2006","USD","773"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2007","USD","1121.8"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2008","USD","1316.9"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2009","USD","1043.7"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2010","USD","1523.7"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2011","USD","1435.8"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2012","USD","1666.1"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2013","USD","2106.1"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2014","USD","2581.4"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2015","USD","1823.5"
"Producer Prices - Annual","Armenia","Producer Price (USD/tonne)","Strawberries","2016","USD","1493"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","1991","USD","2840.9"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","1992","USD","3114.6"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","1993","USD","2590.8"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","1994","USD","3107.3"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","1995","USD","3482.5"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","1996","USD","3717.9"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","1997","USD","3228.5"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","1998","USD","2550.5"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","1999","USD","3755"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2000","USD","3952.9"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2001","USD","3656.7"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2002","USD","4417.1"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2003","USD","4831.7"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2004","USD","5824.6"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2005","USD","6285"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2006","USD","7537.8"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2007","USD","7003.8"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2008","USD","7762.4"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2009","USD","7151.8"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2010","USD","7273.6"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2011","USD","9314.4"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2012","USD","8490.4"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2013","USD","7178.7"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2014","USD","9941.7"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2015","USD","7134"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Cherries","2016","USD","6983.3"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","1991","USD","4802.3"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","1992","USD","4971.2"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","1993","USD","4579.9"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","1994","USD","5135.4"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","1995","USD","5507.7"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","1996","USD","6377.8"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","1997","USD","6857.8"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","1998","USD","6797.2"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","1999","USD","8626.1"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","2000","USD","11189"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","2001","USD","10427"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","2002","USD","12230"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","2003","USD","13872.4"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","2004","USD","14252.6"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","2005","USD","17587.2"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","2006","USD","17613.3"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","2007","USD","31454.2"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","2008","USD","26906.3"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","2009","USD","24356.8"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","2010","USD","28294.9"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Raspberries","2011","USD","36133.4"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","1991","USD","4177.6"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","1992","USD","3712.4"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","1993","USD","3126"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","1994","USD","3320"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","1995","USD","3959.9"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","1996","USD","3918.3"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","1997","USD","3696.1"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","1998","USD","3153.6"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","1999","USD","3916.3"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2000","USD","3625.3"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2001","USD","3165.3"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2002","USD","2912.2"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2003","USD","3709.7"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2004","USD","4920"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2005","USD","3932.9"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2006","USD","4683.8"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2007","USD","5882.5"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2008","USD","5561.2"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2009","USD","5061.7"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2010","USD","6641.2"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2011","USD","7468.1"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2012","USD","7848.4"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2013","USD","6971.1"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2014","USD","5682.5"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2015","USD","4490.3"
"Producer Prices - Annual","Australia","Producer Price (USD/tonne)","Strawberries","2016","USD","4763.6"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","1991","USD","2088.1"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","1992","USD","2012"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","1993","USD","1615.3"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","1994","USD","2150.3"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","1995","USD","2432.2"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","1996","USD","2503.2"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","1997","USD","2354.9"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","1998","USD","2288.5"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","1999","USD","2399.4"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2000","USD","2080.2"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2001","USD","1905.4"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2002","USD","1900.1"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2003","USD","3347.5"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2004","USD","4271.4"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2005","USD","3465.9"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2006","USD","3274.2"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2007","USD","4282.6"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2008","USD","4845.6"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2009","USD","4392.6"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2010","USD","4071.3"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2011","USD","4715.3"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2012","USD","4560"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2013","USD","4572.7"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2014","USD","5056.2"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2015","USD","4014.8"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Cherries","2016","USD","4582.8"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","1993","USD","1289.5"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","1994","USD","1660"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","1995","USD","1983.8"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","1996","USD","1917.5"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","1997","USD","1663.4"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","1998","USD","1777.2"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","1999","USD","1587.2"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2000","USD","1339.1"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2001","USD","1365.7"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2002","USD","1439.9"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2003","USD","1488.7"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2004","USD","1494.4"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2005","USD","1616.7"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2006","USD","1708.6"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2007","USD","1957.2"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2008","USD","2551.7"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2009","USD","2631.1"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2010","USD","2542.9"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2011","USD","2703.8"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2012","USD","3004"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2013","USD","3020.6"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2014","USD","2925.4"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Gooseberries","2015","USD","2840.3"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Raspberries","2009","USD","6793.1"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Raspberries","2010","USD","6855.2"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Raspberries","2011","USD","7391.3"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Raspberries","2012","USD","6957.5"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Raspberries","2013","USD","7574.8"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Raspberries","2014","USD","7002.5"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Raspberries","2015","USD","6236.3"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","1991","USD","1879.9"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","1992","USD","2210.3"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","1993","USD","2136.3"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","1994","USD","1731.8"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","1995","USD","2107.8"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","1996","USD","2021.4"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","1997","USD","1702.7"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","1998","USD","2207"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","1999","USD","1639.9"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2000","USD","1693.3"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2001","USD","1579"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2002","USD","1953.8"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2003","USD","2831.7"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2004","USD","3476.7"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2005","USD","2619"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2006","USD","3158.8"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2007","USD","2605.9"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2008","USD","2950.2"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2009","USD","3660.5"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2010","USD","3054.1"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2011","USD","3850.7"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2012","USD","4079.4"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2013","USD","3707.1"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2014","USD","3417.7"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2015","USD","3087.6"
"Producer Prices - Annual","Austria","Producer Price (USD/tonne)","Strawberries","2016","USD","3788.6"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2001","USD","264.1"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2002","USD","473.2"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2003","USD","492.8"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2004","USD","340.9"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2005","USD","380.8"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2006","USD","1306.2"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2007","USD","1002.2"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2008","USD","1387.5"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2009","USD","1053.8"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2010","USD","1420.3"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2011","USD","2532.7"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2012","USD","1145.6"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2013","USD","1147.2"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2014","USD","1172.9"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2015","USD","1073.6"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Cherries","2016","USD","564"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Raspberries","2010","USD","1245.9"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Raspberries","2011","USD","1013.1"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Raspberries","2012","USD","2036.5"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Raspberries","2013","USD","2039.4"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Raspberries","2014","USD","1835.9"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Raspberries","2015","USD","1561.6"
"Producer Prices - Annual","Azerbaijan","Producer Price (USD/tonne)","Raspberries","2016","USD","940"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","1999","USD","737.1"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2000","USD","501.1"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2001","USD","333.2"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2002","USD","335.9"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2003","USD","565.7"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2004","USD","573"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2005","USD","782.2"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2006","USD","1183.6"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2007","USD","1725.1"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2008","USD","1434.1"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2009","USD","750"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2010","USD","821.9"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2011","USD","1135"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2012","USD","919.1"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2013","USD","900.3"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2014","USD","734.2"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2015","USD","1495.5"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Cranberries","2016","USD","2583.6"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","1996","USD","696.2"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","1997","USD","366.4"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","1998","USD","550.7"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","1999","USD","737.1"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2000","USD","501.1"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2001","USD","333.2"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2002","USD","335.9"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2003","USD","565.7"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2004","USD","573"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2005","USD","782.2"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2006","USD","1183.6"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2007","USD","1725.1"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2008","USD","1434.1"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2009","USD","750"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2010","USD","1605.7"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2011","USD","1829.4"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2012","USD","1429.4"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2013","USD","2484.6"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2014","USD","2725.2"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2015","USD","1856"
"Producer Prices - Annual","Belarus","Producer Price (USD/tonne)","Strawberries","2016","USD","3089.5"
"Producer Prices - Annual","Belgium","Producer Price (USD/tonne)","Cherries","2000","USD","2224.5"
"Producer Prices - Annual","Belgium","Producer Price (USD/tonne)","Cherries","2001","USD","2711.4"
