Domain,Area,Element,Item,Year,Unit,Value
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","1999","USD","6.668721"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2000","USD","5.136523"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2001","USD","2.733315"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2002","USD","4.39973"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2003","USD","2.825118"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2004","USD","4.285469"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2005","USD","3.962915"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2006","USD","6.677889"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2007","USD","2.656676"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2008","USD","8.845744"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2009","USD","9.478856"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2010","USD","8.16261"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2011","USD","12.658484"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2012","USD","13.74674"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2013","USD","10.552436"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2014","USD","15.688273"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2015","USD","10.918929"
"Value of Agricultural Production","Algeria","Gross Production Value (current million US$)","Cherries","2016","USD","7.192828"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","1991","USD","15.332612"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","1992","USD","29.431163"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","1993","USD","23.50059"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","1994","USD","21.270754"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","1995","USD","21.474696"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","1996","USD","21.26519"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","1997","USD","17.925487"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","1998","USD","17.335659"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","1999","USD","18.910792"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2000","USD","17.769914"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2001","USD","14.00971"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2002","USD","6.897324"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2003","USD","9.953344"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2004","USD","11.099243"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2005","USD","10.862124"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2006","USD","10.611286"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2007","USD","12.908725"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2008","USD","16.342614"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2009","USD","12.591847"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2010","USD","15.954543"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2011","USD","17.654257"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2012","USD","15.289519"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2013","USD","13.488926"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2014","USD","9.253007"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2015","USD","6.310212"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Cherries","2016","USD","4.536127"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","1991","USD","7.328916"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","1992","USD","13.353649"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","1993","USD","11.396013"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","1994","USD","24.770064"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","1995","USD","22.522831"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","1996","USD","18.0752"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","1997","USD","14.736239"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","1998","USD","15.980538"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","1999","USD","13.13907"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2000","USD","13.69192"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2001","USD","16.665842"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2002","USD","8.502716"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2003","USD","10.696009"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2004","USD","11.707793"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2005","USD","11.495275"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2006","USD","11.131544"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2007","USD","13.669893"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2008","USD","19.021693"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2009","USD","16.000509"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2010","USD","21.069502"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2011","USD","25.347531"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2012","USD","24.842864"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2013","USD","20.534893"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2014","USD","13.428547"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2015","USD","9.283186"
"Value of Agricultural Production","Argentina","Gross Production Value (current million US$)","Strawberries","2016","USD","6.667225"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","1997","USD","0.924651"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","1998","USD","1.308306"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","1999","USD","0.97226"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2000","USD","0.561782"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2001","USD","0.648312"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2002","USD","1.029872"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2003","USD","0.665465"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2004","USD","1.859452"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2005","USD","1.888176"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2006","USD","5.071612"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2007","USD","3.934492"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2008","USD","5.669068"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2009","USD","3.19709"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2010","USD","2.13069"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2011","USD","7.218611"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2012","USD","6.351951"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2013","USD","8.639941"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2014","USD","9.309431"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2015","USD","7.318774"
"Value of Agricultural Production","Armenia","Gross Production Value (current million US$)","Cherries","2016","USD","11.704169"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","1991","USD","15.332245"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","1992","USD","14.828646"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","1993","USD","13.065655"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","1994","USD","19.886663"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","1995","USD","20.080071"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","1996","USD","17.782835"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","1997","USD","21.575985"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","1998","USD","17.815426"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","1999","USD","22.604858"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2000","USD","23.064944"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2001","USD","31.027015"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2002","USD","29.603591"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2003","USD","45.707473"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2004","USD","47.610194"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2005","USD","51.517895"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2006","USD","73.742311"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2007","USD","68.146577"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2008","USD","76.071314"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2009","USD","98.173209"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2010","USD","88.381688"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2011","USD","97.568685"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2012","USD","98.530647"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2013","USD","127.206447"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2014","USD","126.200431"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2015","USD","110.912322"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Cherries","2016","USD","128.310707"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","1991","USD","2.132228"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","1992","USD","2.396109"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","1993","USD","2.4594"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","1994","USD","2.567719"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","1995","USD","2.197553"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","1996","USD","2.359799"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","1997","USD","2.475649"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","1998","USD","3.860818"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","1999","USD","5.175651"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2000","USD","5.585644"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2001","USD","4.160372"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2002","USD","5.58909"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2003","USD","8.781209"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2004","USD","5.33047"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2005","USD","5.838958"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2006","USD","9.370278"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2007","USD","20.036299"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2008","USD","15.829212"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2009","USD","15.101208"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2010","USD","18.124118"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2011","USD","28.798318"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2012","USD","25.325501"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2013","USD","18.336631"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2014","USD","15.492611"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2015","USD","13.944138"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Raspberries","2016","USD","14.178185"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","1991","USD","22.972544"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","1992","USD","27.557236"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","1993","USD","23.76713"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","1994","USD","29.880442"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","1995","USD","33.785653"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","1996","USD","42.348547"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","1997","USD","41.551129"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","1998","USD","42.365548"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","1999","USD","55.614742"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2000","USD","53.552811"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2001","USD","49.240006"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2002","USD","58.499334"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2003","USD","84.706712"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2004","USD","99.477743"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2005","USD","93.354746"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2006","USD","128.037139"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2007","USD","167.997983"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2008","USD","136.283956"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2009","USD","142.971564"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2010","USD","194.813844"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2011","USD","230.740352"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2012","USD","241.801585"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2013","USD","225.899565"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2014","USD","218.175396"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2015","USD","204.775826"
"Value of Agricultural Production","Australia","Gross Production Value (current million US$)","Strawberries","2016","USD","230.560798"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","1991","USD","45.150094"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","1992","USD","52.157417"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","1993","USD","46.787074"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","1994","USD","52.225742"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","1995","USD","69.762183"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","1996","USD","54.003485"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","1997","USD","50.228056"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","1998","USD","70.210155"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","1999","USD","59.856959"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2000","USD","62.431556"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2001","USD","61.104574"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2002","USD","41.302205"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2003","USD","98.362961"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2004","USD","116.39443"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2005","USD","89.798019"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2006","USD","89.199081"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2007","USD","145.136008"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2008","USD","129.814857"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2009","USD","132.991033"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2010","USD","20.775746"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2011","USD","43.626266"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2012","USD","22.929705"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2013","USD","35.902573"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2014","USD","37.402818"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2015","USD","27.028202"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Cherries","2016","USD","16.191558"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","1991","USD","1.95041"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","1992","USD","1.797939"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","1993","USD","2.385623"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","1994","USD","2.49329"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","1995","USD","3.828797"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","1996","USD","3.133238"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","1997","USD","2.71626"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","1998","USD","2.973246"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","1999","USD","2.647457"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2000","USD","2.430461"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2001","USD","2.312048"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2002","USD","2.210293"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2003","USD","2.286575"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2004","USD","2.52994"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2005","USD","2.678829"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2006","USD","3.000313"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2007","USD","3.654083"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2008","USD","4.631386"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2009","USD","4.351886"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2010","USD","0.172917"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2011","USD","0.26227"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2012","USD","0.225946"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2013","USD","0.230916"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2014","USD","0.232849"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2015","USD","0.239127"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Gooseberries","2016","USD","0.175072"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2003","USD","6.20745"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2004","USD","6.99987"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2005","USD","6.914081"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2006","USD","6.198825"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2007","USD","7.420634"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2008","USD","7.241685"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2009","USD","7.553977"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2010","USD","8.006898"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2011","USD","8.936131"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2012","USD","5.709653"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2013","USD","6.7867"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2014","USD","6.638781"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2015","USD","5.168444"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Raspberries","2016","USD","4.635742"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","1991","USD","23.056857"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","1992","USD","27.408032"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","1993","USD","20.535173"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","1994","USD","22.622142"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","1995","USD","28.982554"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","1996","USD","22.167017"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","1997","USD","26.475496"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","1998","USD","28.671394"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","1999","USD","30.051944"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2000","USD","33.274798"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2001","USD","29.130588"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2002","USD","30.281329"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2003","USD","45.449094"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2004","USD","61.1966"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2005","USD","42.666326"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2006","USD","45.764541"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2007","USD","38.078046"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2008","USD","57.123959"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2009","USD","62.624152"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2010","USD","50.167021"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2011","USD","54.829696"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2012","USD","40.45986"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2013","USD","55.406717"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2014","USD","49.454927"
"Value of Agricultural Production","Austria","Gross Production Value (current million US$)","Strawberries","2015","USD","41.274146"
